animal,type [1],mouse [2],lineage [3],DOB [4],date [5],age [6],weight [7],description [8],recordingBatch [9],rec. computer[10],recording folder [11],recordings [12],comment [13],,,,,,,,,,,,
,,,,,220324,48,,locomotion recording with saline infusion,,behaviorPC,2022.03.24_000,locomotion_recording_setup2_000,0.4ul saline at 9:20 am ,,,,,,,,,,,,
,,,,,220325,49,,locomotion recording with saline infusion,,behaviorPC,2022.03.25_000,locomotion_recording_setup2_000,0.4ul saline at 9:20 am ,,,,,,,,,,,,
,,,,,220328,52,,locomotion recording with saline infusion,,behaviorPC,2022.03.28_000,locomotion_recording_setup2_000,0.4ul saline at 13:20 am ,,,,,,,,,,,,
220204_f53,,female #50,B6-PV Cre,220204,220308,32,,Cannula implantation in simplex and head plate surgery,,,,,"cannulae guide implanted over lobulus simplex, coordinates : -6mm, 2mm left, surgery went well",,,,,,,,,,,,
,,,,,220313,37,,Habituation 1 ,,,,,"10 am : 1. Hab session, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"3 pm : 5 min free walking, 20 min head-fixed in setup 2",,,,,,,,,,,,
,,,,,220314,38,,Habituation 3,,,,,10:20 a.m : 30 min head-fixed motorized  on setup 2,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,2 p.m : 30 min head-fixed motorized  on setup 2,,,,,,,,,,,,
,,,,,220315,39,,locomotion recording with saline infusion,,behaviorPC,2022.03.15_001,locomotion_recording_setup2_000,0.4ul saline at 9:50 am ,,,,,,,,,,,,
,,,,,220316,40,,locomotion recording with saline infusion,,behaviorPC,2022.03.16_001,locomotion_recording_setup2_000,0.4ul saline at 9:50 am ,,,,,,,,,,,,
,,,,,220317,41,,locomotion recording with saline infusion,,behaviorPC,2022.03.17_001,locomotion_recording_setup2_000,0.4ul saline at 9:50 am ,,,,,,,,,,,,
,,,,,220318,42,,locomotion recording with saline infusion,,behaviorPC,2022.03.18_001,locomotion_recording_setup2_000,0.4ul saline at 9:50 am ,,,,,,,,,,,,
,,,,,220321,45,,locomotion recording with saline infusion,,behaviorPC,2022.03.21_001,locomotion_recording_setup2_000,0.4ul saline at 9:50 am ,,,,,,,,,,,,
,,,,,220322,46,,locomotion recording with saline infusion,,behaviorPC,2022.03.22_001,locomotion_recording_setup2_000,0.4ul saline at 9:50 am ,,,,,,,,,,,,
,,,,,220323,47,,locomotion recording with saline infusion,,behaviorPC,2022.03.23_001,locomotion_recording_setup2_000,0.4ul saline at 9:50 am ,,,,,,,,,,,,
,,,,,220324,48,,locomotion recording with saline infusion,,behaviorPC,2022.03.24_001,locomotion_recording_setup2_000,0.4ul saline at 9:50 am ,,,,,,,,,,,,
,,,,,220325,49,,locomotion recording with saline infusion,,behaviorPC,2022.03.25_001,locomotion_recording_setup2_000,0.4ul saline at 9:50 am ,,,,,,,,,,,,
,,,,,220328,52,,locomotion recording with saline infusion,,behaviorPC,2022.03.28_001,locomotion_recording_setup2_000,0.4ul saline at 13:50 am ,,,,,,,,,,,,
220204_f54,,female #51,B6-PV Cre,220204,220308,32,,Cannula implantation in simplex and head plate surgery,,,,,"cannulae guide implanted over lobulus simplex, coordinates : -6mm, 2mm left, surgery went well",,,,,,,,,,,,
,,,,,220313,37,,Habituation 1 ,,,,,"10 am : 1. Hab session, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"3 pm : 5 min free walking, 20 min head-fixed in setup 2",,,,,,,,,,,,
,,,,,220314,38,,Habituation 3,,,,,10:20 a.m : 30 min head-fixed motorized  on setup 2,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,2 p.m : 30 min head-fixed motorized  on setup 2,,,,,,,,,,,,
,,,,,220315,39,,locomotion recording with saline infusion,,behaviorPC,2022.03.15_002,locomotion_recording_setup2_000,0.4ul saline at 10:20 am ,,,,,,,,,,,,
,,,,,220316,40,,locomotion recording with saline infusion,,behaviorPC,2022.03.16_002,locomotion_recording_setup2_000,0.4ul saline at 10:20 am ,,,,,,,,,,,,
,,,,,220317,41,,locomotion recording with saline infusion,,behaviorPC,2022.03.17_002,locomotion_recording_setup2_000,0.4ul saline at 10:20 am ,,,,,,,,,,,,
,,,,,220318,42,,locomotion recording with saline infusion,,behaviorPC,2022.03.18_002,locomotion_recording_setup2_000,0.4ul saline at 10:20 am ,,,,,,,,,,,,
,,,,,220321,45,,locomotion recording with saline infusion,,behaviorPC,2022.03.21_002,locomotion_recording_setup2_000,0.4ul saline at 10:20 am ,,,,,,,,,,,,
,,,,,220322,46,,locomotion recording with saline infusion,,behaviorPC,2022.03.22_002,locomotion_recording_setup2_000,0.4ul saline at 10:20 am ,,,,,,,,,,,,
,,,,,220323,47,,locomotion recording with saline infusion,,behaviorPC,2022.03.23_002,locomotion_recording_setup2_000,0.4ul saline at 10:20 am ,,,,,,,,,,,,
,,,,,220324,48,,locomotion recording with saline infusion,,behaviorPC,2022.03.24_002,locomotion_recording_setup2_000,0.4ul saline at 10:20 am ,,,,,,,,,,,,
,,,,,220325,49,,locomotion recording with saline infusion,,behaviorPC,2022.03.25_002,locomotion_recording_setup2_000,0.4ul saline at 10:20 am ,,,,,,,,,,,,
,,,,,220328,52,,locomotion recording with saline infusion,,behaviorPC,2022.03.28_002,locomotion_recording_setup2_000,0.4ul saline at 14:20 am ,,,,,,,,,,,,
220204_f55,,female #55,B6-PV Cre,220204,220308,32,,Cannula implantation in simplex and head plate surgery,,,,,"cannulae guide implanted over lobulus simplex, coordinates : -6mm, 2mm left, surgery went well",,,,,,,,,,,,
,,,,,220313,37,,Habituation 1 ,,,,,"10 am : 1. Hab session, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"3 pm : 5 min free walking, 20 min head-fixed in setup 2",,,,,,,,,,,,
,,,,,220314,38,,Habituation 3,,,,,10:20 a.m : 30 min head-fixed motorized  on setup 2,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,2 p.m : 30 min head-fixed motorized  on setup 2,,,,,,,,,,,,
,,,,,220315,39,,locomotion recording with saline infusion,,behaviorPC,2022.03.15_003,locomotion_recording_setup2_000,0.4ul saline at 10:50 am ,,,,,,,,,,,,
,,,,,220316,40,,locomotion recording with saline infusion,,behaviorPC,2022.03.16_003,locomotion_recording_setup2_000,0.4ul saline at 10:50 am ,,,,,,,,,,,,
,,,,,220317,41,,locomotion recording with saline infusion,,behaviorPC,2022.03.17_003,locomotion_recording_setup2_000,0.4ul saline at 10:50 am ,,,,,,,,,,,,
,,,,,220318,42,,locomotion recording with saline infusion,,behaviorPC,2022.03.18_003,locomotion_recording_setup2_000,0.4ul saline at 10:50 am ,,,,,,,,,,,,
,,,,,220321,45,,locomotion recording with saline infusion,,behaviorPC,2022.03.21_003,locomotion_recording_setup2_000,0.4ul saline at 10:50 am ,,,,,,,,,,,,
,,,,,220322,46,,locomotion recording with saline infusion,,behaviorPC,2022.03.22_003,locomotion_recording_setup2_000,0.4ul saline at 10:50 am ,,,,,,,,,,,,
,,,,,220323,47,,locomotion recording with saline infusion,,behaviorPC,2022.03.23_003,locomotion_recording_setup2_000,0.4ul saline at 10:50 am ,,,,,,,,,,,,
,,,,,220324,48,,locomotion recording with saline infusion,,behaviorPC,2022.03.24_003,locomotion_recording_setup2_000,0.4ul saline at 10:50 am ,,,,,,,,,,,,
,,,,,220325,49,,locomotion recording with saline infusion,,behaviorPC,2022.03.25_003,locomotion_recording_setup2_000,0.4ul saline at 10:50 am ,,,,,,,,,,,,
,,,,,220328,52,,locomotion recording with saline infusion,,behaviorPC,2022.03.28_003,locomotion_recording_setup2_000,0.4ul saline at 14:50 am ,,,,,,,,,,,,
220204_f56,,female #56,B6-PV Cre,220204,220308,32,,Cannula implantation in simplex and head plate surgery,,,,,"cannulae guide implanted over lobulus simplex, coordinates : -6mm, 2mm left, surgery went well",,,,,,,,,,,,
,,,,,220313,37,,Habituation 1 ,,,,,"10 am : 1. Hab session, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"3 pm : 5 min free walking, 20 min head-fixed in setup 2",,,,,,,,,,,,
,,,,,220314,38,,Habituation 3,,,,,10:20 a.m : 30 min head-fixed motorized  on setup 2,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,2 p.m : 30 min head-fixed motorized  on setup 2,,,,,,,,,,,,
,,,,,220315,39,,locomotion recording with Muscimol infusion,,behaviorPC,2022.03.15_004,locomotion_recording_setup2_000,0.4ul saline at 11:20 am ,,,,,,,,,,,,
,,,,,220316,40,,locomotion recording with Muscimol infusion,,behaviorPC,2022.03.16_004,locomotion_recording_setup2_000,0.4ul saline at 11:20 am ,,,,,,,,,,,,
,,,,,220317,41,,locomotion recording with Muscimol infusion,,behaviorPC,2022.03.17_004,locomotion_recording_setup2_000,0.4ul saline at 11:20 am ,,,,,,,,,,,,
,,,,,220318,42,,locomotion recording with Muscimol infusion,,behaviorPC,2022.03.18_004,locomotion_recording_setup2_000,0.4ul saline at 11:20 am ,,,,,,,,,,,,
,,,,,220321,45,,locomotion recording with Muscimol infusion,,behaviorPC,2022.03.21_004,locomotion_recording_setup2_000,0.4ul saline at 11:20 am ,,,,,,,,,,,,
,,,,,220322,46,,locomotion recording with Muscimol infusion,,behaviorPC,2022.03.22_004,locomotion_recording_setup2_000,0.4ul saline at 11:20 am ,,,,,,,,,,,,
,,,,,220323,47,,locomotion recording with Muscimol infusion,,behaviorPC,2022.03.23_004,locomotion_recording_setup2_000,0.4ul saline at 11:20 am ,,,,,,,,,,,,
,,,,,220324,48,,locomotion recording with Muscimol infusion,,behaviorPC,2022.03.24_004,locomotion_recording_setup2_000,0.4ul saline at 11:20 am ,,,,,,,,,,,,
,,,,,220325,49,,locomotion recording with Muscimol infusion,,behaviorPC,2022.03.25_004,locomotion_recording_setup2_000,0.4ul saline at 11:20 am ,,,,,,,,,,,,
220206_m15,B6-PV Cre ,male #15,B6-PV Cre Tigre,220206,220318,40,,virus injection in simplex  ,,,,, AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/10),,,,,,,,,,,,
,,,,,220404,57,,Chronic window & headplate surgery,,,,,Everything went fine,,,,,,,,,,,,
,,,,,220406,59,,Habituation 1 ,,,,,"1:00 pm : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"4:00 pm : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,220407,60,,Habituation 3,,,,,2:30 pm : 30 min head-fixed motorized,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,5:30 pm : 30 min head-fixed motorized  checked cells ,,,,,,,,,,,,
,,,,,220411,64,,,,,2022.04.11_000,locomotionTriggerSIAndMotor60sec_000,"cell1 ; fist day of ephys, LED array was not grounded and generated noise artifacts",too much noise,,,,,,,,,,,
,,,,,,,,,,,,locomotionTriggerSIAndMotor60sec_001,"cell1, only first recording of a sequence, cell was lost",,,,,,,,,,,,
,,,,,,,,,,,,locomotionTriggerSIAndMotor60sec_002,"cell2, cell was lost during recording",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphysMotor60sec_000, 001, 002, 003","cell3, PC with CSs, ",very hard to extract CS alone,,,,,,,,,,,
,,,,,220412,65,,locomotion recording with motorization,,,2022.04.12_000,locomotionEphys2Motor60sec_000,"cell1, CSs in the beginning of recording",very hard to extract CS alone,,,,,,,,,,,
,,,,,220413,66,,locomotion recording with motorization,,,2022.04.13_000,"locomotionEphys2Motor60sec_000, 1, 2, 3, 4",cell1 CS ,very hard to extract CS alone,,,,,,,,,,,
,,,,,220414,67,,locomotion recording with motorization,,,2022.04.14_000,"locomotionEphys2Motor60sec_000, 1, 2, 3, 4","Tunnelling with 2MOhm pipette, cell1 superficial, high firing rate ",very small spikes,,,,,,,,,,,
,,,,,220415,68,,locomotion recording with motorization,,,2022.04.15_000,locomotionEphys2Motor60sec_000,"cell1 superficial, high firing rate lost in the end",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphys2Motor60sec_001, 2, 3, 4, 6","cell2 CS, trial 5 is empty ",very hard to extract CS alone,,,,,,,,,,,
,,,,,220419,72,,locomotion recording with motorization,,,2022.04.19_000,"locomotionEphys1Motor60sec_000, 1","cell1 superficial, high firing rate signal too weak at the end GROUND WAS NOT CONNECTED,  linear drift",trial 1 signal lost at 48s ,,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphys1Motor60sec_ 2, 3, 4, 5, 6","cell2 superficial, high firing rate GROUND WAS NOT CONNECTED, linear drift ","lost signal in trial 2, artifacts at the motorization start",,,,,,,,,,,
,,,,,220420,73,,locomotion recording with motorization,,,2022.04.20_000,"locomotionEphys1Motor60sec_000, 1","cell1 superficial, high firing rate, signal lost GROUND WAS NOT CONNECTED,  linear drift, trail 1 hard to extract from noise, lost at trial 1 after 20s","trail 1 hard to extract from noise, lost at trial 1 after 20s",,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphys1Motor60sec_ 2, 3, 4, 5, 6, 7","cell2 superficial, high firing rate GROUND WAS NOT CONNECTED,  linear drift, trial 3 saturated at the end, 4 and 6 saturated at 10s, trial 005 no signal, trial 7 too weak","trial 3 saturated at the end, 4 and 6 saturated at 10s, trial 005 no signal, trial 7 too weak",,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphys1Motor60sec_ 8,9",cell2 linear drift,,,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphys1Motor60sec_ 10,11,12,13,14,15",cell 3 high firing rate no CS,,,,,,,,,,,,
,,,,,220421,74,,locomotion recording with motorization,,,2022.04.21_000,"locomotionEphys1Motor60sec_000, 1, 2, 3, 4","cell 1 high firing rate, no CS, ","trial 4 saturate at 40s big oscillation noise at motorization start, bigger for trial 2",,,,,,,,,,,
,,,,,220422,75,,locomotion recording with motorization,,,2022.04.22_000,locomotionEphys1Motor60sec_000,"cell 1 high firing rate, no CS, lost at the begining ",,,,,,,,,,,,
,,,,,,,,,,,,locomotionEphys1Motor60sec_001,"cell 2 high firing rate, no CS, lost in th middle",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphys1Motor60sec_002, 3, 4, 5","cell 3 high firing rate, no CS,signal weaker from trial 4 end, very weak at end of 5","in trial 5,6,7, signal is indistinguable from noise at the end of the recording",,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphys1Motor60sec_006,7","cell 3 high firing rate, no CS,signal weaker at the end for trial 7",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphys2Motor60sec_000,1, 2","cell 4 but recording with Axopatch2 ampli, no drift anymore, cell lost at the end of trial 2","trial 2, signal lost at 6s, no way to extract spike after",,,,,,,,,,,
,,,,,220425,78,,locomotion recording with motorization,,,2022.04.25_000,"locomotionEphys1Motor60sec_001,2,3,4,5","electrode broke everytime, recorded behavior only",,,,,,,,,,,,
220206_m16,B6-PV Cre ,male #16,B6-PV Cre Tigre,220206,220318,40,,virus injection in simplex  ,,,,, AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/10),,,,,,,,,,,,
,,,,,220404,57,,Chronic window & headplate surgery,,,,,lots of bleeding,,,,,,,,,,,,
,,,,,220406,59,,Habituation 1 ,,,,,"1:00 pm : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"4:00 pm : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,220407,60,,Habituation 3,,,,,2:30 pm : 30 min head-fixed motorized,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,5:30 pm : 30 min head-fixed motorized  checked cells ,,,,,,,,,,,,
,,,,,220412,65,,locomotion recording with motorization,,,2022.04.12_002,"locomotionEphys2Motor60sec_000, 1, 2, 3, 4",cell1 : PC with SS and CS,"noisy signal, spike sorting, very difficult",,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphys2Motor60sec_005, 6, 7, 8, 9",cell2 : small spikes around 100um depth visually guided interneuron,spikes are too small very difficult to distinguish signal from noise,,,,,,,,,,,
,,,,,220413,66,,locomotion recording with motorization,,,2022.04.13_001,"locomotionEphys2Motor60sec_000, 1, 2, 3","cell1 fast spiking, very superficial ","trial 3, signal lost at 17s",,,,,,,,,,,
,,,,,220414,67,,locomotion recording with motorization,,,2022.04.14_001,"locomotionEphys2Motor60sec_000, 1","cell1 superficial, high firing rate","trial 1, signal lost at 11s",,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphys2Motor60sec_002, 3, 4, 5, 6","Cells not visible anymore on the 2p, cell 2 probably an interneuron, respond to movement, 220415 no cells found, eletrode breaks at every attempt",,,,,,,,,,,,
220219_m31,B6-PV Cre ,male #31,B6-PV Cre Tigre,220219,220318,27,,virus injection in simplex  ,,,,, AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/10),,,,,,,,,,,,
,,,,,220404,44,,Chronic window & headplate surgery,,,,,Everything went fine,,,,,,,,,,,,
,,,,,220406,46,,Habituation 1 ,,,,,"1:00 pm : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"4:00 pm : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,220407,47,,Habituation 3,,,,,2:30 pm : 30 min head-fixed motorized,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,5:30 pm : 30 min head-fixed motorized  checked cells ,,,,,,,,,,,,
,,,,,220412,52,,locomotion recording with motorization,,,2022.04.12_001,locomotionEphys2Motor60sec_000,cell1,trial 0 lost at 10s,,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphys2Motor60sec_001, 2, 3, 4, 5",cell2 : PC with SS and CS,,,,,,,,,,,,
,,,,,220413,66,,locomotion recording with motorization,,,2022.04.13_002,"locomotionEphys2Motor60sec_000, 1, 2, 3, 4","cell1 fast spiking, deep layer, removed silguard silicone and put kwik-sil",PC with CS,,,,,,,,,,,
220221_m41,B6-PV Cre ,male #41,B6-PV Cre Tigre,220221,220318,25,,virus injection in simplex  ,,,,, AAV1-CAG-Flex-NES-JRGECO1a-WPRE-SV40 (1/10),,,,,,,,,,,,
,,,,,220404,42,,Chronic window & headplate surgery,,,,,Everything went fine,,,,,,,,,,,,
,,,,,220406,44,,Habituation 1 ,,,,,"1:00 pm : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"4:00 pm : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,220407,45,,Habituation 3,,,,,2:30 pm : 30 min head-fixed motorized,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,"5:30 pm : 30 min head-fixed motorized  checked cells, electrode broke everytime",,,,,,,,,,,,
220211_f38,B6-PV Cre ,female #38,B6-PV Cre Tigre,220211,220421,74,,Chronic window & headplate surgery,,,,,"no bleeding, silguard access port",,,,,,,,,,,,
,,,,,220422,75,,Habituation 1 ,,,,,"1:00 pm : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"4:00 pm : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,220425,78,,Habituation 3,,,,,2:30 pm : 30 min head-fixed motorized,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,"5:30 pm : 30 min head-fixed motorized  checked cells, electrode broke everytime",,,,,,,,,,,,
,,,,,220426,79,16.5,locomotion recording with motorization,,,2022.04.26_000,"locomotionEphys2Motor60sec_000, 1, 2, 3, 4",cell1 : PC with SS and CS ,"presence of big oscillatory artifacts, not sure of CS sorting",,,,,,,,,,,
,,,,,220427,80,,locomotion recording with motorization,,,2022.04.27_000,"locomotionEphys2Motor60sec_000, 1, 2, 3, 4","cell1 :visually guided interneuron, lost at trial 4 12s, presence of sinusoidal artifacts ","presence of big oscillatory artifacts, trial 4 signal lost at 10s",,,,,,,,,,,
,,,,,220428,81,,locomotion recording with motorization,,,2022.04.28_000,locomotionEphys2Motor60sec_000,"cell1 :superficial, fast spikes, lost at the end of trial 0",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphys2Motor60sec_001, 2, 3, 4, 5",cell2: PC with SS and CS,double checked CS,,,,,,,,,,,
,,,,,220429,82,,locomotion recording with motorization,,,2022.04.29_000,"locomotionEphys2Motor60sec_000, 1","cell1 :visually guided, fast spikes, lost at the end of trial 1","trial 0 sorted, signal lost at middle of trial 1",,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphys2Motor60sec_002,3,4,5,6","cell2 :visually guided superficial, beautiful fast spikes",very good recording of a PC,,,,,,,,,,,
,,,,,220502,85,,locomotion recording with motorization,,,2022.05.02_000,"locomotionEphys2Motor60sec_000, 1, 2","cell1 :visually guided interneuron, fast spikes, very weakat the end of trial 2","bad seal for trial 2, sorting very difficult",,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphys2Motor60sec_003,4,5,6, 7, 8","cell2 : visually guided, superficial, beautiful fast spikes",,,,,,,,,,,,
,,,,,220503,86,,locomotion recording with motorization,,,2022.05.03_000,"locomotionEphys2Motor60sec_000, 1, 2, 3, 4, 5","cell1 :visually guided superficial, low firing rate","very good recording trial 5, signal lost at 10s",,,,,,,,,,,
,,,,,220504,87,,locomotion recording with motorization,,,2022.05.04_000,"locomotionEphys2Motor60sec_000, 1, 2, 3, 4","cell1 :superficial, low firing rate",,,,,,,,,,,,
,,,,,220505,88,,locomotion recording with motorization,,,2022.05.05_000,"locomotionEphys2Motor60sec_000, 1, 2, 3, 4","cell1 :superficial, fast spikes",good recording,,,,,,,,,,,
,,,,,220506,89,,locomotion recording with motorization,,,2022.05.06_000,"locomotionEphys2Motor60sec_000, 1, 2, 3, 4","cell1 :superficial, very low firing rate",probably not an MLI,,,,,,,,,,,
220214_f43,B6-PV Cre ,female #43,B6-PV Cre Tigre,220214,220421,72,,Chronic window & headplate surgery,,,,,"bleeding, silguard access port",,,,,,,,,,,,
,,,,,220422,73,,Habituation 1 ,,,,,"1:00 pm : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,,,,Habituation 2,,,,,"4:00 pm : 1. Hab session, 5min handling, 5 min free walking",,,,,,,,,,,,
,,,,,220425,76,,Habituation 3,,,,,2:30 pm : 30 min head-fixed motorized,,,,,,,,,,,,
,,,,,,,,Habituation 4,,,,,5:30 pm : 30 min head-fixed motorized  checked cells,,,,,,,,,,,,
,,,,,220426,77,15.7,locomotion recording with motorization,,,2022.04.26_001,locomotionEphys2Motor60sec_000,"cell1 : fast spiking, signal became weak at the end",,,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphys2Motor60sec_001,2,3, 4","cell2 : fast spiking, lost at trial 4 ","PC with complex spike, signal lost for trial 2, trial 4 lost at 10s",,,,,,,,,,,
,,,,,220427,80,,locomotion recording with motorization,,,2022.04.27_001,"locomotionEphys2Motor60sec_000, 1, 2, 3, 4","cell1 : fast spiking, lost at trial 4 ","PC with complex spike,  artifacts at trial 2, too much artifacts and weak signal for trial 3, trial 4 lost at 10s, ",,,,,,,,,,,
,,,,,220428,81,,locomotion recording with motorization,,,2022.04.28_001,locomotionEphys2Motor60sec_000,"cell1 :superficial, fast spikes, lost at the end of trial 0",lost at 10s,,,,,,,,,,,
,,,,,,,,,,,,"locomotionEphys2Motor60sec_001, 2, 3, 4, 5",cell2: PC with SS and CS,,,,,,,,,,,,
,,,,,220429,82,,locomotion recording with motorization,,,2022.04.29_001,"locomotionEphys2Motor60sec_000, 1, 2, 3",cell1 :PC with SS and CS,,,,,,,,,,,,
,,,,,220502,85,,locomotion recording with motorization,,,2022.05.02_003,"locomotionEphys2Motor60sec_000, 1","cell1 : fast spikes, very weak at the end of trial 1",trial 1 signal lost at 14s,,,,,,,,,,,
,,,,,,,,,,,,locomotionEphys2Motor60sec_002,"cell1 : fast spikes, very weak at the end of trial 2",trial 2 signal lost at 45s,,,,,,,,,,,
